id,chemical_formula,n_atoms,cell_lengths,potential_energy (eV),supercell_dim,supercell_lengths,n_atoms_supercell,n_imaginary_bands,has_imaginary
01640f7651,H24Ce7Mg,32,[6.723912 6.723912 6.723912],-138.2376397476166,5,[33.61956 33.61956 33.61956],4000,0,False
