id,chemical_formula,n_atoms,cell_lengths,potential_energy (eV),supercell_dim,supercell_lengths,n_atoms_supercell,n_imaginary_bands,has_imaginary
b47b3ff28b,B28K2Sc2,32,[7.50318851 7.50318722 7.50284222],-206.66276948674,4,[30.01275404 30.01274888 30.01136888],2048,0,False
