id,chemical_formula,n_atoms,cell_lengths,potential_energy (eV),supercell_dim,supercell_lengths,n_atoms_supercell,n_imaginary_bands,has_imaginary
38172ce5a6,CdMgNd3O14W3,22,[7.27867348 7.60968605 7.609826  ],-164.1819250322239,5,[36.3933674  38.04843025 38.04913   ],2750,0,False
